sample_id,campaign,timestamp,Pt_percent,Ru_percent,Ir_percent,overpotential_V,tafel_slope_mV_dec,exchange_current_A_cm2,charge_transfer_resistance_Ohm_cm2,surface_area_m2_g,temperature_C,pH,replicate_std,measurement_quality,operator,instrument_id
CAT-03-150,3,2025-03-13 10:00:00,63.6,30.3,6.1,0.2664,53.5,1.3100206101619132e-05,86.5,98.8,25.1,1.14,0.0117,1,Charlie,POTENTIOSTAT-03
CAT-03-151,3,2025-03-13 12:00:00,77.5,29.1,-6.6,,,,153.69,46.4,25.05,1.05,0.0111,0,Charlie,POTENTIOSTAT-03
CAT-03-152,3,2025-03-13 14:00:00,54.0,22.1,24.0,0.268,55.2,0.0001885995756905632,4.79,68.8,24.95,1.05,0.0107,1,Charlie,POTENTIOSTAT-03
CAT-03-153,3,2025-03-13 16:00:00,49.8,27.3,22.9,0.2599,30.0,1.905372967944404e-05,60.43,108.7,24.87,0.98,0.0135,1,Alice,POTENTIOSTAT-03
CAT-03-154,3,2025-03-13 18:00:00,66.2,19.2,14.5,0.2487,49.6,1.0435655216705003e-05,84.2,58.6,24.97,1.1,0.0175,1,Alice,POTENTIOSTAT-03
CAT-03-155,3,2025-03-13 20:00:00,48.0,24.3,27.7,0.2348,99.5,8.716962403994913e-06,135.24,49.2,24.9,0.89,0.016,1,Charlie,POTENTIOSTAT-03
CAT-03-156,3,2025-03-13 22:00:00,52.6,33.8,13.6,,,,14.84,66.1,24.91,1.09,0.0105,0,Charlie,POTENTIOSTAT-03
CAT-03-157,3,2025-03-14 00:00:00,49.0,39.4,11.6,0.2988,30.0,7.878610825908305e-06,132.7,57.6,24.84,0.97,0.0083,1,Bob,POTENTIOSTAT-03
CAT-03-158,3,2025-03-14 02:00:00,42.8,38.0,19.3,0.2552,61.4,4.6539171963349535e-05,19.11,114.0,25.01,1.15,0.0053,1,Bob,POTENTIOSTAT-03
CAT-03-159,3,2025-03-14 04:00:00,73.1,38.0,-11.1,0.2161,62.5,2.3253646747242864e-05,43.79,109.4,25.16,1.06,0.0088,1,Charlie,POTENTIOSTAT-03
CAT-03-160,3,2025-03-14 06:00:00,50.2,22.1,27.8,0.2633,71.0,6.78456695212056e-05,15.82,80.0,25.06,0.99,0.0226,1,Charlie,POTENTIOSTAT-03
CAT-03-161,3,2025-03-14 08:00:00,58.9,24.1,17.0,,,,139.89,44.9,24.99,0.98,0.0111,0,Bob,POTENTIOSTAT-03
CAT-03-162,3,2025-03-14 10:00:00,41.7,31.2,27.1,0.295,62.1,5.73493589131661e-06,175.83,97.2,25.0,1.05,0.0167,1,Charlie,POTENTIOSTAT-03
CAT-03-163,3,2025-03-14 12:00:00,68.0,37.7,-5.6,0.2732,49.2,1.2975584792171051e-05,76.11,89.9,24.7,1.05,0.0198,1,Bob,POTENTIOSTAT-03
CAT-03-164,3,2025-03-14 14:00:00,53.2,14.3,32.5,0.2623,30.0,1.5011928157517194e-05,55.18,117.6,24.96,0.96,0.0272,1,Bob,POTENTIOSTAT-03
CAT-03-165,3,2025-03-14 16:00:00,69.8,19.1,11.1,,,,71.69,84.7,24.86,1.01,0.0272,0,Bob,POTENTIOSTAT-03
CAT-03-166,3,2025-03-14 18:00:00,56.5,14.2,29.3,0.278,81.5,0.0003628877101682274,2.57,66.9,25.01,1.09,0.0236,1,Alice,POTENTIOSTAT-03
CAT-03-167,3,2025-03-14 20:00:00,47.8,28.4,23.8,0.2535,75.0,0.0002111381444815876,4.88,81.5,24.97,0.86,0.0059,1,Alice,POTENTIOSTAT-03
CAT-03-168,3,2025-03-14 22:00:00,60.5,19.2,20.3,0.2522,30.0,2.787392426394656e-05,36.09,118.3,24.91,1.07,0.0194,1,Charlie,POTENTIOSTAT-03
CAT-03-169,3,2025-03-15 00:00:00,45.2,19.8,35.0,0.2485,67.0,3.2476035291448405e-05,30.96,95.7,25.01,1.05,0.0247,1,Bob,POTENTIOSTAT-03
CAT-03-170,3,2025-03-15 02:00:00,57.6,12.1,30.3,0.2519,32.7,1.5066606921843772e-05,55.94,93.8,25.01,1.12,0.0054,1,Alice,POTENTIOSTAT-03
CAT-03-171,3,2025-03-15 04:00:00,52.7,20.5,26.8,,,,169.81,59.3,25.15,0.93,0.0187,0,Charlie,POTENTIOSTAT-03
CAT-03-172,3,2025-03-15 06:00:00,76.5,35.9,-12.4,0.255,69.3,1.5808192417088114e-05,62.05,99.5,25.07,1.0,0.0264,1,Charlie,POTENTIOSTAT-03
CAT-03-173,3,2025-03-15 08:00:00,42.4,17.0,40.6,,,,27.93,100.0,25.02,1.02,0.0169,0,Charlie,POTENTIOSTAT-03
CAT-03-174,3,2025-03-15 10:00:00,67.8,30.9,1.4,0.2343,60.0,9.644820944656851e-05,11.78,65.4,24.91,1.07,0.0051,1,Charlie,POTENTIOSTAT-03
CAT-03-175,3,2025-03-15 12:00:00,47.3,28.9,23.8,0.2679,57.7,5.78061747185811e-05,17.61,78.7,24.89,1.04,0.0053,1,Charlie,POTENTIOSTAT-03
CAT-03-176,3,2025-03-15 14:00:00,52.8,35.9,11.3,,,,265.23,63.6,25.06,0.88,0.0154,0,Bob,POTENTIOSTAT-03
CAT-03-177,3,2025-03-15 16:00:00,56.6,14.0,29.4,0.2889,89.1,1.1956893393863727e-05,74.83,60.7,24.98,1.03,0.0089,1,Charlie,POTENTIOSTAT-03
CAT-03-178,3,2025-03-15 18:00:00,76.3,39.3,-15.6,0.2688,63.2,3.372197996782552e-06,256.8,42.1,25.02,1.2,0.0216,1,Bob,POTENTIOSTAT-03
CAT-03-179,3,2025-03-15 20:00:00,49.7,27.5,22.8,0.2597,53.6,7.329820449681232e-05,11.59,62.8,25.1,1.06,0.0227,1,Alice,POTENTIOSTAT-03
CAT-03-180,3,2025-03-15 22:00:00,43.7,39.9,16.5,0.3185,30.0,9.0534630871095e-06,104.53,84.3,24.85,1.16,0.0094,1,Charlie,POTENTIOSTAT-03
